id,url,suburb,state,postcode,short_address,full_address,property_type,price,bedrooms,bathrooms,parking_spaces,building_size,building_size_unit,land_size,land_size_unit,listing_company_id,listing_company_name,listing_company_phone,auction_date,sold_date,description
130919478,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-130919478,Batemans Bay,NSW,2536,18/11 High Street,"18/11 High Street, Batemans Bay, NSW 2536",unit,354500,3,1,1,,,-1.0,,XRHBAU,Raine & Horne - Batemans Bay,0244726055,,17 Apr 2019,"Positioned above the Clyde River with stunning North East views.  This three bedroom unit is close to the Batemans Bay retail precinct and has easy access to Beach Road via a stairway. The complex is surrounded by beautiful gardens.  Unit 18 is located on the top floor, has open plan living with an attractive timber kitchen. The bathroom has a bath size spa and a second toilet is incorporated into the functional floorplan. Complete with a single lock up garage and an additional guest parking.  The strata fees are $2,938.50 per year which includes, management of the complex, external insurance of the building and common areas, garden maintenance, water usage and a portion to the sinking fund for future repairs.","[Lister(id='164346', name='Bronwyn Geppert', agent_id='2067a413-6c89-4182-aaf1-2afa079057af', job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/bronwyn-geppert-164346?cid={cid}', phone=None, email=None)]"
130578518,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-130578518,Batemans Bay,NSW,2536,59 Golf Links Drive,"59 Golf Links Drive, Batemans Bay, NSW 2536",house,395000,3,1,1,,,645.0,m²,XRHBAU,Raine & Horne - Batemans Bay,0244726055,,29 Mar 2019,"Positioned in Golf Links Drive only a few metres to the Catalina Golf Club and a level, easy walk to town. This brick veneer home has generous living areas, three large bedrooms, timber floors that are hidden by carpet and vinyl and the bathroom is original retro violet. <br/>A separate single garage is accessed along the right hand side of the house and the land is completely level.<br/>Start planning your coast move today.","[Lister(id='164346', name='Bronwyn Geppert', agent_id='2067a413-6c89-4182-aaf1-2afa079057af', job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/bronwyn-geppert-164346?cid={cid}', phone=None, email=None)]"
130344622,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-130344622,Batemans Bay,NSW,2536,18 Heradale Parade,"18 Heradale Parade, Batemans Bay, NSW 2536",house,440000,4,2,3,,,607.0,m²,XRHBAU,Raine & Horne - Batemans Bay,0244726055,,05 Mar 2019,"Located only moments from the town centre and river, this single level brick and tile home has stood the test of time. Four bedrooms, each offering external access to the alfresco areas and an ensuite to the huge master bedroom. Spacious living and dining areas and a well maintained kitchen. Double garage plus huge carport perfect for the boat or caravan and huge amounts of storage. There is also ample off street parking on the level, fenced block. This home is ripe for a renovation or is in such great condition that you can move right in or rent out. Be quick on this solid and spacious home.",[]
124651346,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-124651346,Batemans Bay,NSW,2536,6/47 Beach Road,"6/47 Beach Road, Batemans Bay, NSW 2536",unit,300000,2,1,2,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,10 Dec 2018,"There aren't many opportunities to buy on the waterfront side of beach road within walking distance to Batemans Bay's town centre. This apartment is perfectly located within short walking distance of the golf club, marina, and town centre this bright and airy first floor apartment is an ideal low maintenance investment.<br/><br/>- Open plan living and dining flowing to entertaining balcony.<br/>- Appraised to earn $280PW as a permanent rental.<br/>- Private and pleasant outlook where you can walk out onto sand and enjoy the tidal inlet.<br/>- Two good sized bedrooms. <br/>- The size of the apartment is 62m2, balcony 13m2 and car park 13m2.<br/>- Beautiful modern kitchen with servery to living.<br/>- Single car space plus guest parking.<br/>- Very neat presentation, extremely low maintenance.<br/>- Small gated complex of only eight apartments.<br/>- Walk in walk out...The furniture is yours.<br/><br/>Bring your fishing rod for this one folks, with the Bay at your back step this apartment is fantastically positioned to relax.","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
121690434,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-121690434,Batemans Bay,NSW,2536,20 Beach Road,"20 Beach Road, Batemans Bay, NSW 2536",house,640000,3,1,3,,,873.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,09 Aug 2018,"Located directly opposite the harbour on the fringe of the CBD is this amazing property, A short stroll to restaurants, nightlife & the marina, with breathtaking views out to the headlands & adjacent to parklands. <br/>- 873sqm of high density zoning.<br/>- Zoned for tourism/unit development R3 medium density.<br/>- Yield plans available on request, Suggesting feasible to develop nine (9) generously proportioned units on the site (Subject to council approval).<br/>-  High visibility, prominent and easily accessible location.<br/>Anyone will tell you that when you buy real estate, whether it be residential or commercial, nothing is more important than location and it doesn't get any better than this!","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
128124014,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-128124014,Batemans Bay,NSW,2536,1/23 Dolphin Avenue,"1/23 Dolphin Avenue, Batemans Bay, NSW 2536",unit,289000,2,1,1,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,30 Apr 2018,If you are looking for the perfect property to downsize to this is it! <br/><br/>Set in a small complex in quiet Hanging Rock only a short flat walk to Catalina Golf Club. In the other direction it is an easy 5 minute walk through to Corrigans Beach and boat ramp making it ideal for those who love to fish or just enjoy a walk along the beach with views out to Snapper Island.<br/><br/>Perfect for the retiree as it is a ground floor villa only joined on one side by the garage with its own private courtyard and private established garden. There is even a small grassed area plus a garden shed!<br/><br/>An excellent floor plan with a separate toilet to the bathroom and built ins in both bedrooms. The master bedroom is a great size which could easily fit a king size bed.<br/><br/>Call now to arrange your inspection before this lovely home is sold!<br/><br/>For the investor appraised to earn $300PW as a permanent rental.,[]
127392550,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-127392550,Batemans Bay,NSW,2536,7/13-17 Herarde Street,"7/13-17 Herarde Street, Batemans Bay, NSW 2536",house,299000,2,1,1,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,27 Feb 2018,"This versatile townhouse is a rare find, located only a 5 minute level walk to Batemans Bays CBD but set back off Beach Road in quiet Herarde Street. <br/><br/>Freshly updated with paint and carpet you can move in without a thing to do. Offering a bright and airy living space separate to the bedrooms and a sunny courtyard for entertaining. The master bedroom is a great size with a built in robe and private balcony capturing a filtered water view plus ocean breezes.<br/><br/>For the investor this ideal location will easily attract a tenant and we have appraised this to earn $280 - $300PW as a permanent rental.<br/><br/>Don't delay your inspection as this is a solid well looked after complex with great neighbours and this won't last long!",[]
125679938,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-125679938,Batemans Bay,NSW,2536,41 Bavarde Avenue,"41 Bavarde Avenue, Batemans Bay, NSW 2536",house,515000,3,2,1,,,575.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,20 Oct 2017,Location is everything when choosing a home or investment and this tidy property has so much to offer! Sweeping water views of the Clyde River mouth and out to the Tollgate Islands ensure you'll never want to leave your bed upon waking in the morning. Not only is this home elevated but the only neighbour at the rear is Catalina Country Clubs popular golf course and this property boasts stairs right onto the green. Also less than 2 minutes into the main street of Batemans Bay by car and only a short walk to the Marina you can enjoy the convenience of city living with access to restaurants and cafes. This location has views that will never be built out and just so much potential to build on this already comfortable design. Call now to arrange your viewing and make this enviable lifestyle yours!<br/><br/>For the investor: Appraised to earn $400 per week,[]
123971202,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-123971202,Batemans Bay,NSW,2536,50 High Street,"50 High Street, Batemans Bay, NSW 2536",house,310000,2,1,1,,,677.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,01 Jun 2017,"The sympathetic revival this iconic Batemans Bays weatherboard cottage strikes a perfect chord between classic charm and designer flair creating a true sense of home. Views across the large block are a striking contrast to the leafy serenity of it's garden setting.<br/>- 2 Spacious bedrooms.<br/>- Modern kitchen and bathroom.<br/>- Fully fenced backyard and side access.<br/>- Large back deck and enclosed verandah.<br/>- Single lock-up garage plus ample parking spaces.<br/>- Close proximity to town and the hospital.<br/>- Separate store room or garden shed.<br/>- Great tenant at $290 per week happy to stay.<br/>- Zoned R3 medium density opening opportunities for a home business and more STCA.<br/>Anyone will tell you that when you buy real estate, whether it be residential or commercial, nothing is more important than location and it doesn't get any better than this!","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
124179638,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-124179638,Batemans Bay,NSW,2536,8/9-11 Bent Street,"8/9-11 Bent Street, Batemans Bay, NSW 2536",house,389000,3,2,2,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,28 Feb 2017,"This elegant town house is a must to inspect. It is situated on the Northern end of the complex, it has a modest water view, a lovely, private under cover courtyard, two balconies with views over Batemans Bay, separate dining area, an ensuite, 3 toilets and there are 3 levels of living. The lower level has a tandem garage suitable for 2 cars, a huge rumpus room that could be used as a teenage retreat, studio or workshop plus a large store room. Rarely do townhouses have this much extra storage. The location is brilliant and it is only a short stroll to the heart of Batemans Bay.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
124170842,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-124170842,Batemans Bay,NSW,2536,15 Bent Street,"15 Bent Street, Batemans Bay, NSW 2536",house,335000,2,1,0,,,1030.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,14 Feb 2017,"Step back in time to this 1930's cottage in a location that screams potential.<br/>- 2 bedrooms, 1 bathroom.<br/>- 1030 metre squared block.<br/>- Walking distance to the CBD.<br/>- Development potential STCA.<br/>Anyone will tell you that when you buy real estate, whether it be residential or commercial, nothing is more important than location and it doesn't get any better than this!","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
124090358,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-124090358,Batemans Bay,NSW,2536,22 Herarde Street,"22 Herarde Street, Batemans Bay, NSW 2536",house,240000,2,1,3,,,626.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,06 Dec 2016,"Are you looking to invest on the South Coast without breaking the bank? Have you ruled out strata and want a low maintenance property that you can sit on in a prime location on R3 medium density zoning? This humble fibro home with solar, sits on a completely flat block only 1.2kms to the CBD, with a spacious double garage and second single garage with shower and toilet plus for a boat or caravan due to length. Tidy up by removing the carpet and polishing the hardwood floors and rent out with a view to develop later with potential for units or a duplex STCA. Call now to register your interest and secure an excellent building block with the ability to earn an income. Offers may be accepted prior to auction so don't delay your call, this great little investor won't last!<br/><br/>BIDDING EXPECTED IN THE LOW $200 000'S",[]
123640750,https://www.realestate.com.au/sold/property-townhouse-nsw-batemans+bay-123640750,Batemans Bay,NSW,2536,4/34 High Street,"4/34 High Street, Batemans Bay, NSW 2536",townhouse,355000,3,2,2,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,25 Oct 2016,"Opportunity is knocking! Act quickly to secure a fantastic investment or comfortable place to call your home. This modern townhouse has quality fixtures and fittings and is only 8 years old. Located in the heart of Batemans Bay, walk into town in less than 5 minutes. Enjoy a bushy outlook as this end unit is only joined on one side in a small complex of 4. Other features include:<br/>- Large private balcony with inbuilt water feature<br/>- Large tandem garage with plenty of room for storage<br/>- Generous master bedroom & ensuite<br/>- Previously earning $370PW in rental income<br/>- Depreciation report available for further tax advantages<br/>Call now to inspect as my vendor has priced to sell!",[]
121956126,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-121956126,Batemans Bay,NSW,2536,4/45 Beach Road,"4/45 Beach Road, Batemans Bay, NSW 2536",unit,551000,3,2,2,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,17 Oct 2016,"Perfectly positioned for enjoying a relaxed waterfront lifestyle, the large-sized apartment features spacious indoor/outdoor living spaces and makes an inspired choice for buyers whose top priority is blue-chip positioning with excellent light, space and privacy. <br/>- 3 bedroom apartment in a small boutique complex, Main with ensuite and spa.<br/>- North facing views of the Clyde River and marina. <br/>- Spacious lounge/ dining area with cathedral ceiling flowing to the large balcony.<br/>- Double lock-up garage and visitor parking.<br/>- Currently holiday let. <br/><br/>With the Catalina Country Club literally across the road as well as having all Batemans Bay has to offer within minutes, this is a fantastic opportunity for anyone looking for a quality apartment in a prized location.","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
121621466,https://www.realestate.com.au/sold/property-apartment-nsw-batemans+bay-121621466,Batemans Bay,NSW,2536,10/33 Clyde Street,"10/33 Clyde Street, Batemans Bay, NSW 2536",apartment,399000,2,1,1,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,01 Aug 2016,"Situated on the Western side enjoying sun filled and airy interiors, This is arguably the best apartment in the complex.<br/>- Enjoy a quiet book or fresh juice overlooking the river from your backyard across to the jetty.<br/>- The living area and kitchen located on the first floor make it perfect to entertain family or friends.<br/>- Two bedrooms up stairs, Main with private deck overlooking the inlet.<br/>- There is a shared pool in the complex, perfect for lazy summer days, All only minutes walk from the CBD.<br/>- The complex has a number of well established holiday apartments, this may benefit the astute investor.<br/> <br/>Rarely do you find a property of this quality, capitalising on this fantastic position. Don't miss out!","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
121700382,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-121700382,Batemans Bay,NSW,2536,1/10 Catlin Avenue,"1/10 Catlin Avenue, Batemans Bay, NSW 2536",unit,231000,2,1,1,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,04 May 2016,"Enjoying a great location within walking distance of the golf club, marina, beach and the town centre this bright and airy ground floor apartment is an ideal low maintenance investment.<br/>- Open plan living and dining flowing out to the front porch.<br/>- Two good sized bedrooms both with built-in robes<br/>- Beautiful modern renovated kitchen, combined bathroom/laundry<br/>- Very neat presentation, extremely low maintenance.<br/>- Single lock-up garage.<br/>With the Catalina Country Club literally across the road as well as having all Batemans Bay has to offer within minutes, this is a fantastic opportunity for anyone looking for a quality apartment in a prized location.","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
116327867,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-116327867,Batemans Bay,NSW,2536,47 Bavarde Avenue,"47 Bavarde Avenue, Batemans Bay, NSW 2536",house,375000,4,2,1,,,575.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,15 Feb 2016,"This magnificent home boasts 180 degree sweeping views down over the golf course.<br/><br/>- Four large bedrooms and two bathrooms.<br/>- Two huge living areas with a rumpus or storage room.<br/>- Direct access to the Catalina Country Club.<br/>- Set over three stories, there is ample room for a large family.<br/><br/>If you are looking for something unique, that you can revitalise or put your own touch on, this one is a must look, my personal favourite.","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
138210750,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-138210750,Batemans Bay,NSW,2536,6 Bavarde Avenue,"6 Bavarde Avenue, Batemans Bay, NSW 2536",house,775000,2,1,2,,,657.6,m²,XVWZMF,LJ Hooker - MALUA BAY,0244712344,,12 Feb 2022,"Up to 4 stories high that is (STCA 12.5 m). Here is an entry level opportunity for the developer wanting in. This market is brimming with possibility so why not get on board and make this yours to own with the future in mind. Cute single story hardiplank home on land zoned for medium density housing on a corner location. Currently tenanted with an excellent tenant that would be happy to stay on paying $375 per week, so you can sit pretty for a while until you've decided on what to build. <br/>Flat walk into the CBD cafes, shops, clubs and pubs, and you can see the water from the current house, so design plans for something wonderful.<br/>Opportunity hasn't rung your doorbell here, it's just kicked in the door. <br/>Inspections only at open homes Tuesdays and Saturdays 11-12pm<br/>Hybrid auction, you can bid online or on-site. If you would like to register for the auction please send an inquiry through on realestate.com or domain and you will get an email with the link to register online.<br/>","[Lister(id='2303430', name='Karen Herrick', agent_id=None, job_title='Licensed Sales Agent / Auctioneer / Licensed Stock & Station Agent', url='https://www.realestate.com.au/agent/karen-herrick-2303430?cid={cid}', phone=None, email=None)]"
138168722,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-138168722,Batemans Bay,NSW,2536,Unit 8/30 Pacific Street,"Unit 8/30 Pacific Street, Batemans Bay, NSW 2536",unit,631000,3,2,2,,,-1.0,,KJACZL,LJ Hooker - Batemans Bay,0244726455,,02 Feb 2022,"With some ocean views through to the Tollgate Islands from the spacious undercover alfresco area. Only 410mtrs to the scenic foreshores and 900mtrs to Batemans Bay Soldiers Club, shopping and cafe precinct. This property couldn't be better located with the bus at the door and hospital down the road you will need to be quick for this one.<br/><br/>- Secured undercover parking with remote entry and high span roller door,  2 allocated parking spaces (one of the parking spaces allows you to reverse your boat in with good clearance once inside for year round safe storage)<br/>- Intercom entry form the apartment,  security system, lockbox<br/>- Master bedroom is generous in size with glass sliding door onto the patio, private ensuite and WIR.  <br/>- Two other bedrooms both with BIR's and spa in the main bathroom<br/>- Quality built kitchen with stone benchtops, electric appliances and display cabinetry <br/>- Open plan living room with reverse cycle A/C  and glass sliding doors onto the entertainment deck to catch the sea breeze or the last of the sunset for the day<br/>- Internal laundry<br/><br/>Perfect  for a holiday home,  investment property or move straight in,  the choice is yours.<br/>Holiday let appraisal:<br/>Peak Season- $ 2,450/wk<br/>High Season - $2,205/wk<br/>Mid Season - $1,610/wk<br/>Low Season - $1,225/wk<br/><br/>Permanent rental appraisal: $400-$420/wk<br/><br/>Approximately 2hrs to Canberra and 3.5hrs to Sydney makes this the perfect holiday destination or 'Sea Change' why not invest in your future now and move in later?<br/><br/>Body corp/strata:  $968.35/qtr <br/>Council rates:  $2,413/yr<br/>","[Lister(id='1138467', name='Karen Van Der Stelt', agent_id='53400cb8-3213-4be9-a776-fd0b4f7ce4c1', job_title='Sales Consultant', url='https://www.realestate.com.au/agent/karen-van-der-stelt-1138467?cid={cid}', phone=None, email=None)]"
138187058,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-138187058,Batemans Bay,NSW,2536,55 Golf Links drive,"55 Golf Links drive, Batemans Bay, NSW 2536",house,600000,2,1,2,,,645.0,m²,KJACZL,LJ Hooker - Batemans Bay,0244726455,,22 Jan 2022,"Looking for an investment or holiday home? This home is for you!<br/>This R3 Zoned property not only has potential for development but is also positioned in the perfect location. On a 645sqm block in Batemans Bay, it has a large shed and good-sized back yard for all your tools with driveway access to the backyard, perfect for your boat or car! This original home has a BIR in the master bedroom and a fireplace in the living area which is perfect to cosy up to on the cold rainy days or soak up the sun in the sunroom! It is only a four-minute drive to Corrigan's beach, a two-minute drive to the Batemans Bay shopping and café precinct, and only a two-minute walk to the Catalina Country Club where you can enjoy a deluxe meal with the family and friends or a round of golf! <br/>This area is fastly becoming popular for developers, purchase now and plan for your future. <br/>Price Guide $600,000<br/><br/>Auction 22nd January at 1pm -Onsite and Online <br/>To register to bid, go to : https://buy.realtair.com/properties/83652<br/><br/>","[Lister(id='2657634', name='Sarah Ralston', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/sarah-ralston-2657634?cid={cid}', phone=None, email=None)]"
138129550,https://www.realestate.com.au/sold/property-villa-nsw-batemans+bay-138129550,Batemans Bay,NSW,2536,2/9 Avalon,"2/9 Avalon, Batemans Bay, NSW 2536",villa,445000,2,1,1,,,-1.0,,DLMSEJ,Adore Residential - BATEMANS BAY,0412907002,,20 Jan 2022,"Hanging Rock - what a fantastic address.  This single level villa, in small group of three no doubt has your name on it!  If you like to walk to the Catalina Club, play golf, take the dog for a walk along the beach, launch the boat, fishing off the rocks, ride the cycle paths, enjoy a game of tennis, and a morning coffee.   Probably missed something but not sure, so come and look for yourself.<br/><br/>This delightful 2 bedroom villa, open plan living and dining room, refurbished kitchen with outlook over pleasant neat garden, bathroom laundry combined.  High cathedral timber ceilings create a sense of space throughout the  villa.  Bonus small back courtyard, and garden storage.  Own single car space.<br/><br/>Perfect for your home, holidays, maybe as an investment for the future.   Come take a look - you'll love it!<br/>Council Rates $2,436.62pa.","[Lister(id='2598850', name='Nola Debney', agent_id=None, job_title='Principal', url='https://www.realestate.com.au/agent/nola-debney-2598850?cid={cid}', phone=None, email=None)]"
137105998,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-137105998,Batemans Bay,NSW,2536,44 High Street,"44 High Street, Batemans Bay, NSW 2536",house,550000,3,1,0,,,1056.0,m²,ZPCALZ,Sadil Quinlan & Associates - Civic Square,0262497588,,13 Jan 2022,Developers and Investors take note: Side by Side blocks creating a wide frontage in a prime development area.<br/>44 High Street Block Size 1056 sqm<br/>46 High Street Block Size 936 sqm<br/>46 High Street is currently rented at $350 pw and 44 High Street has a rental potential of $400 pw. Get an income coming in whilst you prepare your DA.<br/><br/>Call Adam Sadil now on 0413 836 698 to discuss your options.,"[Lister(id='32316', name='Adam Sadil', agent_id=None, job_title='Director', url='https://www.realestate.com.au/agent/adam-sadil-32316?cid={cid}', phone=None, email=None)]"
137105926,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-137105926,Batemans Bay,NSW,2536,46 High Street,"46 High Street, Batemans Bay, NSW 2536",house,550000,3,1,0,,,936.0,m²,ZPCALZ,Sadil Quinlan & Associates - Civic Square,0262497588,,17 Dec 2021,Developers and Investors take note: A rare opportunity presents itself for neighbouring properties selling side by side creating a wide frontage.<br/><br/>Currently 44 has a 3 bedroom home on it which you can easily rent out whilst getting your DA plans approved No. 46 is currently tenanted on a month to month basis at $350 pw<br/><br/>44 High Street Block Size 1056 sqm<br/>46 High Street Block Size 936 sqm<br/><br/>Call Adam Sadil now on 0413 836 698 to discuss your options.,"[Lister(id='32316', name='Adam Sadil', agent_id=None, job_title='Director', url='https://www.realestate.com.au/agent/adam-sadil-32316?cid={cid}', phone=None, email=None)]"
138073282,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-138073282,Batemans Bay,NSW,2536,18 Herarde Street,"18 Herarde Street, Batemans Bay, NSW 2536",house,710000,3,1,2,,,626.0,m²,ELDBAU,Elders Real Estate - Batemans Bay,(02)44721488,,16 Dec 2021,"If you want to start a property portfolio or add this gem to your own rental investments, this home ticks all the boxes.<br/><br/>A1 tenants who look after it as if their own, location, low maintenance and the convenience of a level walk to the shopping centre and Catalina Golf Club. <br/><br/>All this and a long lease at $470 per week. Certainly a rare find! Level, three large bedrooms with two separate living areas, open plan kitchen, generous sized bathroom with tub, powder room with second toilet, plus large double garage. <br/><br/>This home is a must to inspect. Priced to sell at $699,000.<br/><br/>Block size : 696 m2<br/>Zoning : R3 Medium Density Residential<br/>Council Rates : $2,752.65 p/a<br/>","[Lister(id='276976', name='Greig McFarlane', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/greig-mcfarlane-276976?cid={cid}', phone=None, email=None)]"
138140962,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-138140962,Batemans Bay,NSW,2536,3/9 Avalon Street,"3/9 Avalon Street, Batemans Bay, NSW 2536",house,510000,2,1,1,,,700.0,m²,QPUQBS,My Agent Team - BATEMANS BAY,0409719158,,16 Dec 2021,"Nestled at the rear of the complex with incredible privacy and tranquility, this two bedroom brick and tile home offered character and charm.<br/>This stand alone villa in a small complex of 3 sold before going to the public market.<br/>Email kate@myagentteam.com.au to be added to our exclusive database.<br/>If you have been thinking about selling fuss free contact Kate Quinlivan on 0413 934 745.","[Lister(id='2735310', name='Kate Quinlivan', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/kate-quinlivan-2735310?cid={cid}', phone=None, email=None), Lister(id='2812986', name='Clarinda Campbell', agent_id=None, job_title=None, url='https://www.realestate.com.au/agent/clarinda-campbell-2812986?cid={cid}', phone=None, email=None)]"
137839858,https://www.realestate.com.au/sold/property-unit-nsw-batemans+bay-137839858,Batemans Bay,NSW,2536,5/9 South Street,"5/9 South Street, Batemans Bay, NSW 2536",unit,370000,2,1,1,,,-1.0,,BVCBAT,Burdett Real Estate - Batehaven,0244725722,,15 Dec 2021,Quaint two bedroom unit with a bathroom and a single lockup garage. Show casing a beautiful rear courtyard providing the perfect opportunity for relaxation. Only a short walk to Batemans Bay CBD offering all amenities.,"[Lister(id='2843710', name='Kim Blake', agent_id=None, job_title='Sales Agent', url='https://www.realestate.com.au/agent/kim-blake-2843710?cid={cid}', phone=None, email=None)]"
137063338,https://www.realestate.com.au/sold/property-house-nsw-batemans+bay-137063338,Batemans Bay,NSW,2536,3 Guy Street,"3 Guy Street, Batemans Bay, NSW 2536",house,900000,4,1,2,,,-1.0,,ZPCALZ,Sadil Quinlan & Associates - Civic Square,0262497588,,23 Nov 2021,"Your opportunity awaits to develop this large 1334sqm block of land that is close by to what Batemans Bay has to offer. Currently there is a 4 bedroom home on it, ideal to rent out whilst you get your DA approved.<br/>Having a lot of infrastructure going on in this popular area makes this investment a logical choice to reap the rewards of the region.<br/>Close to the CBD and the new Aquatic center gives you a great location.<br/><br/>https://inspectre.blob.core.windows.net/videolinkfiles/a8c4f85f-e9fb-fd9c-03e2-60a8a0e8128c/1629384799022_3_Guy_Street_Batemans_Bay_Sadil_Quinlan_Properties.mp4","[Lister(id='32316', name='Adam Sadil', agent_id=None, job_title='Director', url='https://www.realestate.com.au/agent/adam-sadil-32316?cid={cid}', phone=None, email=None)]"
