id,url,suburb,state,postcode,short_address,full_address,property_type,price,bedrooms,bathrooms,parking_spaces,building_size,building_size_unit,land_size,land_size_unit,listing_company_id,listing_company_name,listing_company_phone,auction_date,sold_date,description
130094606,https://www.realestate.com.au/sold/property-apartment-act-braddon-130094606,Braddon,ACT,2612,52/10 Ipima Street,"52/10 Ipima Street, Braddon, ACT 2612",apartment,355000,2,1,1,60,m²,-1.0,,KZKTTP,LJ Hooker - Dickson,0262572111,,15 Apr 2019,"Take the uncertainty out of property investment with this exceptional, rare offering. This smart 1 bed + study apartment sits on the fringe of the CBD, and right next to an upcoming light rail stop. This remains a popular area for tenants, though the incumbent tenant offers a better deal than most. <br/><br/>$470 per week guaranteed income, with thousands of dollars worth of furniture at the conclusion of the agreement for just $1.<br/><br/>This apartments is leased to the REX Hotel next door. Run the numbers and you will quickly find that this offers an unparalleled return on investment. The current agreement runs until 19/12/2019 and can be further extended with agreement from both parties. Of course, this gives you some flexibility as well. If you are looking for a modern apartment to move into, but want to reduce your costs, you can own this as an investment for the next year, claim your costs, get the virtually free furniture package and then move in after the current term has expired.<br/><br/>What’s on offer:<br/>-	Modern 1 bed + study apartment<br/>-	Leased at $470 per week<br/>-	Furniture package for just $1<br/>-	North-facing<br/>-	Next to light rail stop<br/><br/>Walk to:<br/>-	Lonsdale Street<br/>-	CBD<br/>-	ANU<br/>-	Dickson","[Lister(id='920111', name='Nic Salter-Harding', agent_id='24a08345-2a07-47ab-845f-9c32d60c110c', job_title='Licensed Agent & Auctioneer ACT/NSW', url='https://www.realestate.com.au/agent/nic-salter-harding-920111?cid={cid}', phone=None, email=None)]"
130389910,https://www.realestate.com.au/sold/property-house-act-braddon-130389910,Braddon,ACT,2612,119 Limestone Avenue,"119 Limestone Avenue, Braddon, ACT 2612",house,910000,4,1,1,159,m²,634.0,m²,KZKTTP,LJ Hooker - Dickson,0262572111,,27 Mar 2019,"This inner city 1950s home sits snugly behind a brick wall and is surrounded by mature gardens.  The block is zoned RZ3 (medium density) and is approximately 634m2. Here you will be surrounded by homes and be able to enjoy the proximity to the ANU, transport, local shopping centres and Lake Burley Griffin.<br/><br/>Inside you’ll find some very special original features including; 9ft high ceilings, timber windows and polished timber flooring.  The piece de resistance are the two beautiful working fireplaces and their crafted mirrored timber surrounds, reflective of the era in which it was built.  Modern amenities include ducted gas heating, slow combustion heating, ceiling fans and a Rinnai infinity gas hot water system.<br/><br/>Spacious dining and living rooms sit towards the front of the house and are flanked by large windows allowing generous amounts of sunlight into these bright spaces. Light paint finishes to ceiling and walls also enhance the comfortable feeling inside this home.<br/><br/>The kitchen is enormous!  Original features are complemented by modern appliances such as the new Fisher and Paykel 2-drawer dishwasher and the huge freestanding Ariston gas stove and oven which sit inside the original cooking nook.  This will be an amazing place to cook up some culinary delights whilst talking to guests through the server y window leading to the dining room.<br/><br/>There is a large main bedroom, with a built in robe and 3 more bedrooms with ceiling fans and heating.  These bedrooms are currently carpeted but there are floorboards waiting to be exposed. <br/><br/>The bathroom is largely original with a shower recess, separate bath and basin.  A separate WC sits outside the bathroom.<br/><br/>Outside is a solid single car garage, covered outdoor entertaining and garden bed areas. If you want the convenience of inner city and a house with character this one has potential.<br/><br/>Features...<br/><br/>-	1950s Brick and Terracotta Tiled - RZ3 Zoning<br/>-	 4 bedroom <br/>-	634m2 block, house 17 squares (approximately 160m2)<br/>-	Timber sash windows, 9ft ceilings, ornate ceiling roses, ceiling fans<br/>-	Slow combustion heating plus open fire place and ducted gas heating<br/>-	Mains gas Rinnai infinity hot water<br/>-	Kitchen - New fisher & Paykel 2 drawer dishwasher, Ariston 90cm Freestanding stove/oven<br/>-	Covered rear pergola and paved entertaining area<br/><br/><br/><br/>EER 1.0","[Lister(id='90956', name='Stephen Bunday', agent_id='2c80ca6f-a88f-438c-8f8c-0ad6dd0bdae3', job_title='Licensed Agent ACT/NSW & Auctioneer', url='https://www.realestate.com.au/agent/stephen-bunday-90956?cid={cid}', phone=None, email=None)]"
129962954,https://www.realestate.com.au/sold/property-house-act-braddon-129962954,Braddon,ACT,2612,26 Donaldson Street,"26 Donaldson Street, Braddon, ACT 2612",house,1550000,3,2,1,186,m²,1138.0,m²,KZKTTP,LJ Hooker - Dickson,0262572111,,18 Mar 2019,"Gracious and character filled, this beautiful double brick 1934 Canberra cottage has been lovingly renovated and sympathetically extended. Set in the tightly held, non-heritage listed part of Inner Braddon, the home is absolutely charming and features meticulously maintained period finishes such as picture rails, timber sash window, high battened ceilings and an ‘Inglenook’ (translated from the German as an Angel’s Hearth) with gorgeous open fire place. The kitchen was beautifully renovated just last year and both bathrooms have a wonderful feel. Located on a huge (1,338m2) block with wonderfully established gardens, opposite playing fields and the historic Ainslie Primary School, you will never be built out.<br/><br/>This property is perfect for weekend recreation and within walking distance to Canberra's ever-changing shopping and foodie precinct where you'll find an assortment of boutiques, cafes, bakeries, restaurants and bars. It's hipster heaven!<br/><br/>Enjoy arranging your furniture into extra-spacious dining and living areas. A north-easterly facing sunroom spills off the dining and kitchen spaces with the potential to amalgamate all three areas into one large family or entertaining space.  <br/><br/>Bedrooms, bathrooms, study and laundry are separated to the rear of the home by a lovely wide corridor running the full length of the house. The main bedroom design includes comprehensive wardrobe space and a large ensuite. Both bathrooms are modern. From all rooms the outlook is leafy and when outdoors you can choose from a multiple of paved entertaining areas, perfect to bring home and enjoy all those Lonsdale Street goodies.<br/><br/>At a glance...<br/><br/>- 3 Bedrooms, main with ensuite and walk through robe, terraces off main bedrooms<br/>- Large separate period-style living and dining areas with high ceilings <br/>- Sunroom <br/>- Study/sitting area,  or potential 4th bedroom<br/>- Fully renovated kitchen, AEG and Miele appliances and stone bench tops (2018)<br/>- Ensuite and main Bathroom  with rain shower over bath<br/>- Recently painted throughout <br/>- Perfectly preserved heritage features including high battened ceilings, timber detailing, picture rails, open fire place, timber sash windows and polished wooden floors <br/>- In-floor central heating<br/>- Plenty of room to entertain in garden and numerous paved areas<br/>- Carport and large garden shed/potential studio conversion<br/>- Back to base security alarm<br/>- Walk to the CBD or Braddon's 'Cappuccino Strip'<br/><br/>EER 0","[Lister(id='90956', name='Stephen Bunday', agent_id='2c80ca6f-a88f-438c-8f8c-0ad6dd0bdae3', job_title='Licensed Agent ACT/NSW & Auctioneer', url='https://www.realestate.com.au/agent/stephen-bunday-90956?cid={cid}', phone=None, email=None)]"
130391658,https://www.realestate.com.au/sold/property-apartment-act-braddon-130391658,Braddon,ACT,2612,404/86-88 Northbourne Avenue,"404/86-88 Northbourne Avenue, Braddon, ACT 2612",apartment,353000,1,1,1,,,-1.0,,KZKTTP,LJ Hooker - Dickson,0262572111,,08 Mar 2019,"Synonymous with inner-city lifestyle thanks to its central location, The Phoenix is a popular residential complex with amenities including pool, cardio and weights gym, perfect for the lifestyle conscious. Enjoy easy walking distance to popular restaurants and bars on Lonsdale Street or straight into the city.<br/><br/><br/>A spacious air-conditioned living area features floor to ceiling glass sliding doors that open onto a spacious alfresco terrace looking out towards Telstra Tower.<br/>The modern, dine-in kitchen features electric cooking and dishwasher. The kitchen is complimented with Granit bench tops and plenty of storage.<br/><br/><br/>The large master bedroom features floor to ceiling built-in robes and glass sliding-door access to the terrace. This room is large enough to accommodate a king-sized bed along with a study desk or reading nook. <br/><br/><br/>The well appointed ensuite features a shower over spa bath, along with a sizeable bathroom cabinet. Complete with separate, closable laundry area with additional toilet for guests, you'll have everything you need to enjoy inner-city living.<br/><br/><br/>This apartment is perfect for the single or professional couple looking for a Braddon lifestyle at an affordable price, or the ideal set up for an investor wanting convenience and security for their tenants.<br/><br/><br/>Complete with a secure underground car parking space, you can enjoy inner-city living with everything at your doorstep.<br/><br/><br/>THE APARTMENT<br/>- One Bedroom with Built-In Wardrobe<br/>- Air-Conditioned Living Area<br/>- Alfresco Covered Outdoor Entertainment Area<br/>- Modern Dine-In Kitchen <br/>- Stainless Steel Oven & Cooktop<br/>- Open Plan Living With High Ceilings<br/>- One specious Bathroom With Shower Over Spa Bathtub <br/>- Separate Laundry With Toilet, Dryer & Basin<br/>- Full Length Balcony With Access From Master & Living<br/>- Secure Basement Car Park<br/>- Current Rented Month to Month for $380<br/><br/><br/>THE COMPLEX & LOCATION<br/>- Large Pool <br/>- Barbecue Facilities<br/>- Gymnasium<br/>- Secure Lift Access<br/>- An Array of Popular Restaurants & Cafes <br/>- Easy Walk to Local Transport<br/>- Walk to Civic Centre <br/><br/><br/>Enjoy the Phoenix lifestyle with amenities at your doorstep and only a short stroll to Civic, Lonsdale Street & Haig Park.","[Lister(id='920111', name='Nic Salter-Harding', agent_id='24a08345-2a07-47ab-845f-9c32d60c110c', job_title='Licensed Agent & Auctioneer ACT/NSW', url='https://www.realestate.com.au/agent/nic-salter-harding-920111?cid={cid}', phone=None, email=None)]"
130271918,https://www.realestate.com.au/sold/property-unit-act-braddon-130271918,Braddon,ACT,2612,5/123 Lowanna Street,"5/123 Lowanna Street, Braddon, ACT 2612",unit,350000,1,1,1,55.6,m²,-1.0,,KZKTTP,LJ Hooker - Dickson,0262572111,,06 Mar 2019,"Situated in the quieter end of Braddon this stunning apartment is in close proximity to an abundance of amenities including; Dickson and city shopping centres, light rail, bus, schools, universities, recreation and the gourmet dining precinct of Lonsdale Street.  The area is flat and owning a bike makes a lot of sense. <br/><br/>This exceptional, low maintenance apartment exudes space and light with the unusual bonus of a lovely leafy north facing outlook onto parkland from the new deck.  You'll never be built out here and outdoor entertaining will be a breeze.  <br/><br/>From the new front door, the apartment opens up to the open plan living/dining area edged by a long linear kitchen.  Stainless Steel Fisher and Paykel cooktop, rangehood, oven and single drawer appliances compliment the stone benchtop and white joinery.  All wall and flooring finishes are a neutral colour with a feature wall in the bedroom.<br/><br/>The bedroom is spacious, (king size bed no worries) and includes built-in wardrobes with mirrored sliding doors. Outside the bedroom is the bathroom/ensuite and an office nook tucked nicely behind the front door.  <br/><br/>Climate is controlled by the reverse cycle heating and cooling and there is secure parking under the building.  Everything has been thought of for modern inner city living.<br/><br/>Features...<br/><br/>- 1 bedroom ground floor apartment (2-way access to bedroom) - built-in robe<br/>- Study nook at entry <br/>- Stone Benchtops<br/>- Electric cooktop and Fisher & Paykel wall oven <br/>- Dishwasher - single drawer Fisher & Paykel<br/>- Open plan living area <br/>- Reverse cycle heating & cooling<br/>- New north facing deck <br/>- Parkland vista never to be built out<br/>- 1 secure undercover car space with storage<br/><br/>EER 6.0","[Lister(id='90956', name='Stephen Bunday', agent_id='2c80ca6f-a88f-438c-8f8c-0ad6dd0bdae3', job_title='Licensed Agent ACT/NSW & Auctioneer', url='https://www.realestate.com.au/agent/stephen-bunday-90956?cid={cid}', phone=None, email=None)]"
129204946,https://www.realestate.com.au/sold/property-unit-act-braddon-129204946,Braddon,ACT,2612,3/1 Fawkner Street,"3/1 Fawkner Street, Braddon, ACT 2612",unit,678000,2,2,2,,,-1.0,,UCRDEX,McGrath - Canberra,0261238000,,20 Feb 2019,"Perfect for young professionals or downsizers is this award winning apartment in the boutique Lagani complex. Showcasing a unique opportunity for those who are seeking chic city living and a lifestyle of sophistication. Offering an ideal single level floor plan that boasts seamless open plan living. This ground floor apartment is the perfect place to privately entertain with your family and friends. Complete with covered alfresco and an immaculately landscaped courtyard. One of only 10 in the complex, all positioned within walking distance to Lonsdale Street and Canberra's City Centre.<br/><br/>- Offering a full sized kitchen with plenty of storage and bench space<br/>- Open plan living / dining area that opens onto the alfresco<br/>- Generous and immaculately presented is the private courtyard<br/>- Master bedroom is a great size including built-in robes and ensuite<br/>- Second bedroom has built-in robes and captures courtyard views<br/>- Main bathroom includes spa bath and compact european laundry<br/>- Internal access through the complex and side access via courtyard<br/>- Two allocated basement car parks with both lift and staircase access<br/>- Reverse cycle split system and security alarm installed<br/>- Internal living approx 89sqm, 22sqm balcony, 67spm courtyard <br/>- Winner and Finalist of the Araa Medium Density Project<br/><br/>Strata levies $1,180pq<br/>",[]
129515378,https://www.realestate.com.au/sold/property-apartment-act-braddon-129515378,Braddon,ACT,2612,55/28 Torrens Street,"55/28 Torrens Street, Braddon, ACT 2612",apartment,615000,3,2,2,147,m²,-1.0,,KZKTTP,LJ Hooker - Dickson,0262572111,,22 Jan 2019,"Comfortable living, a fabulous lifestyle at your fingertips and an economical work-life balance  are on offer with this deluxe apartment. <br/><br/>Superbly spacious over an impressive and unique 147m2 (approx.) in the popular Dowling Apartments complex, experience light-filled, luxury living in this family-sized 3 bedroom, 2.5 bathroom apartment. So close to Lonsdale Street restaurants and nightlife, Haig Park and Canberra Centre shopping, you could not wish for a closer or better economical and vibrant lifestyle than this address!<br/><br/>On the top floor of this complex, #55 is nestled amongst a quite corner of the building and has lift access to your floor for all your shopping. The apartment is north facing meaning it is full of beautiful winter sunshine and directly avoids the hot summer sun. This is vital for apartment living and a hard find for most on the market at the moment.  Positioned over 2 levels, discover wide-reaching, open-plan living and dining, framed by a designer kitchen with granite benchtops, pull out pantry, an entertainers’ breakfast bar, and a Bosch dishwasher. Step outside to a private balcony, an instantly inviting and sheltered space with leafy treetop views. The main robed bedroom is also staged on this level, sensationally serviced by a deluxe ensuite. <br/><br/>Under high ceilings, head upstairs to a versatile retreat or home office and the remaining pair of bedrooms showcasing built-in robes alongside a super-stylish bathroom. Offering a wonderful sense of space, comprehensive features include a handy ground-floor powder room, intercom entry, secure side-by-side basement parking plus storage unit, lightly toned floorboards, integrated storage solutions, ducted heating and cooling with additional panel heating throughout, and a concealed laundry. <br/><br/>Popular with owner-occupiers, The Dowling Apartments complex is roundly celebrated for exclusive resort-style facilities including an indoor heated swimming pool, fully fitted gym, steam room and a tennis court. Make this exceptional building your home, city base or high-return investment today!<br/><br/>This enormous apartment would normally attract a $1 - 1.5M price tag if it were a new build and what’s better, the owners have had no trouble positively gearing it as a furnished rental for between $1,000 - $1,350 per week. Their accountant thinks they are mad for selling, but a permanent relocation in Singapore awaits.<br/><br/>At a glance...<br/><br/>- 3 large bedrooms with BIR, ground-floor main features a striking ensuite<br/>- Deluxe kitchen with granite benchtops, breakfast bar and Bosch dishwasher<br/>- Roomy open-plan living and dining<br/>- Versatile upstairs retreat or study<br/>- Luxurious bathroom with bath<br/>- Ground-floor powder room<br/>- Concealed laundry<br/>- North-facing, sheltered balcony, perfect for alfresco dining and entertaining<br/>- Secure basement for storage plus parking for 2 cars (rent them out at $25-50 pwk)<br/>- Intercom entry and lift access<br/>- Ducted heating and cooling, panel heating and ceiling fans<br/>- Close to shopping, transport, restaurants, parkland and schools<br/><br/>EER 6.0","[Lister(id='90956', name='Stephen Bunday', agent_id='2c80ca6f-a88f-438c-8f8c-0ad6dd0bdae3', job_title='Licensed Agent ACT/NSW & Auctioneer', url='https://www.realestate.com.au/agent/stephen-bunday-90956?cid={cid}', phone=None, email=None)]"
129900814,https://www.realestate.com.au/sold/property-house-act-braddon-129900814,Braddon,ACT,2612,2/13 Helemon Street,"2/13 Helemon Street, Braddon, ACT 2612",house,790000,3,2,2,,,-1.0,,QXCDWD,HOME.BYHOLLY - DICKSON,0491850701,,21 Dec 2018,"#soldbyholly $790,000<br/><br/>This well-kept secret, tucked away in an intimate complex of four, sits quietly amongst the popular suburb of Braddon.<br/><br/>The terrace house's leafy outlook, Northern aspect and spacious floorplan has you wondering if you are really just three minutes from the city. Aunique combination of quiet, private living and the social metropolitan lifestyle of Braddon.<br/><br/>The home has a two storey layout which maximises its substantial living footprint. The front door opens into a welcoming entry and front lounge, from wherea view to the living areas and courtyard garden beyond are visible. Sliding doors from the living area open onto acourtyard, decking and paved terrace seamlessly uniting the two areas into the perfect entertaining space.<br/><br/>There's a lot to love about living here - taking a short stroll to the vibrant Lonsdale Street for your morning coffee, catching up with friends after work at one of the city's manybars and indulging in some boutique shopping on a lazy weekend. Though, with friendly neighbours, a sunny garden and lots of living space you may also never want to leave.<br/><br/>features.<br/>.exceptionally large town residence of 185m2 (approx.) located in the beautiful 'Hunter onHelemon' boutique complex of only 4 units with private and secure courtyard block<br/>.ground level 61m2, courtyards 54m2, upper level 62m2 living balcony 8m2, garage/carport 33m2 - total 218m2<br/>.three bedrooms, two with built in robes and the main bedroom with large walk in robe and en suite<br/>.main bedroom with north facing balcony and sliding glass doors<br/>.lovely flowing interiors with two living areas offering flexible formal and casual spaces<br/>.front lounge with full lengthfrenchdoors, open plan living, powder room down stairs in laundry<br/>.north rear aspect to the kitchen living area with access to the sun drenched private courtyard<br/>.high ceilings, full length sliding stack doors, practical tiled floors, freshly painted, new carpet<br/>.contemporary interiors and design with flow through from front to back`<br/>.gourmet kitchen with stone bench tops, stainless steel European? appliances, gas hob, dishwasher and ample bench and storage space<br/>.north facing sunny private paved courtyard with decking and direct access to garage, screened front yard with pittosporums and feature paving<br/>.brick construction, excellent condition and quality build<br/>.excellent energy efficiency rating 5.5<br/>.ducted reverse cycle heating and cooling, gas hot water<br/>.ducted vacuum<br/>.single garage with automatic door and internal access to courtyard, second allocated carport, sliding door access from garage to courtyard<br/>.ideally located at the city end of Braddon for an active and convenient inner city lifestyle<br/>.the location so close to Haig Park and the Braddon Precinct is a coveted position that will continue to be sought after as the rejuvenation of the inner precincts are rolled out<br/>.Haig Park is a heritage-listed park in the heart of Canberra's City Centre. The ACT Government has developed a place plan for Haig Park that sets out a long-term vision for the park and suggested short-term actions to make it more inviting and usable while maintaining its heritage value.<br/><br/>https://www.act.gov.au/__data/assets/pdf_file/0003/1222806/16_36_Haig_Park_Place_Plan_July_17_1.pdf<br/><br/>EER 5.5<br/>Land Tax $1,013.53 pa (approx.)<br/>Body corporate $ 3,240 pa, Rates $2,679.96(approx.)<br/>Rental estimate - $850 per week<br/>","[Lister(id='1606254', name='Holly Komorowski', agent_id='c9c187cd-780c-4517-af58-7c348d1407c5', job_title='Residential Property Specialist', url='https://www.realestate.com.au/agent/holly-komorowski-1606254?cid={cid}', phone=None, email=None)]"
129248954,https://www.realestate.com.au/sold/property-apartment-act-braddon-129248954,Braddon,ACT,2612,34/38 Mort Street,"34/38 Mort Street, Braddon, ACT 2612",apartment,434950,2,1,1,58,m²,-1.0,,KZKTTP,LJ Hooker - Dickson,0262572111,,20 Dec 2018,"If Braddon is your playground, then you must inspect this fabulous furnished apartment.<br/><br/>Offering a seamless combination of instantly inviting spaces on the edge of the city, this super-sized one bedroom plus study/second bedroom apartment has been masterfully designed to accentuate natural light and space at every turn.<br/> <br/>Discover a sleek, stone-topped kitchen with high-end, stainless-steel appliances and an entertainer’s breakfast bar. Framed by floor-to-ceiling glass, wonderfully spacious open-plan living and dining is superbly sun-filled and fully air conditioned.<br/><br/>Step outside and entertain in style on an oversized, full-width balcony, offering handy access from the bedroom as well as the living space. Purpose-built for entertaining on a grand scale, prepare to wine and dine alfresco with invigorating views of Black Mountain providing a dramatic backdrop.<br/><br/>Both the bedroom and full-sized study are serviced by mirrored built-in robes and a heated bathroom featuring a concealed laundry with washing machine and dryer. Enjoy secure parking plus lockable storage, inviting pool and BBQ terrace, the inclusion of quality furniture, ducted reverse-cycle heating and cooling, secure intercom entry and lift access.<br/><br/>Currently leased until December as a furnished apartment, the unit is ready to go with all furniture included in the sale. This set and forget property is available to you with an amazing rental yield of $530 p/wk.<br/><br/>Positioned to please and sensationally set on the top floor of the celebrated Habitat complex, head downstairs for refreshments at BentSpoke Brewing Co, a brew from Barrio, and walk to work in no time at all. Market entrants, downsizers, and switched-on investors will appreciate the value on offer. Inspect with certainty today!<br/><br/>EER 5.0<br/>UV $82,620 <br/>Rates $1,619.84 <br/>Land Tax $2,038.62<br/>Body Corp. $862.13 approx./qtr","[Lister(id='90956', name='Stephen Bunday', agent_id='2c80ca6f-a88f-438c-8f8c-0ad6dd0bdae3', job_title='Licensed Agent ACT/NSW & Auctioneer', url='https://www.realestate.com.au/agent/stephen-bunday-90956?cid={cid}', phone=None, email=None)]"
129832866,https://www.realestate.com.au/sold/property-apartment-act-braddon-129832866,Braddon,ACT,2612,4/25 Fawkner Street,"4/25 Fawkner Street, Braddon, ACT 2612",apartment,425000,2,1,1,81,m²,-1.0,,KZKTTP,LJ Hooker - Dickson,0262572111,,13 Dec 2018,"Leave the gardening to someone else and make the most of inner city living! An exceptionally large loft apartment, 5 minutes' walk from one of the best eating precincts in Canberra. This is definitely a great location for those who don't want to drive daily or even own a car. Get fit by walking or riding your bike instead.  <br/>  <br/>Relax and entertain on the east facing verandah and enjoy the serenity of the beautiful leafy gardens then take your guests for an after meal stroll in Haig Park just around the corner.  You've got it all within walking distance, restaurants, shopping, entertainment, schools, universities and public transport.<br/><br/>This spacious apartment features a separate bedroom and bathroom on the lower level and a loft for additional living, home office or second bedroom.  From the downstairs bedroom and living area you have access to the full length balcony allowing enjoyment of the fresh air and a breeze in the warmer months.  Both the downstairs bedroom and the loft have built-in robes so there is plenty of storage.  The loft has opening skylights with the convenience of automatic blinds creating a light filled space with the benefits of a cross breeze. This is a huge area - big enough to accommodate a study and a home gym!<br/><br/>The recently and beautifully renovated kitchen includes a Bosch dishwasher, quality SMEG oven and cooktop and an extended kitchen bench, providing a casual eating area or somewhere your guests can sit while you cook up a storm. This spacious apartment will also accommodate a dining table for those formal occasions when you want to sit down and enjoy a meal with friends or family. The tiled balcony, carpeted stairs and polished Bamboo floors all add to the modern feel of the apartment. <br/><br/>A combined bathroom/laundry has a large corner bath plus a laundry tub and space for your washing machine (front or top load) and dryer.  <br/><br/>Everything about this apartment complements your inner city lifestyle even down to the low maintenance hard wearing bamboo flooring.<br/><br/>Features...<br/><br/>- Approx. 88m2 of living <br/>- 1 bedroom  with built-ins<br/>- 1 loft living space / bedroom with built-ins<br/>- 1 bathroom/Laundry <br/>- Recently renovated kitchen (2016) <br/>- Electric cooktop and oven<br/>- Bamboo floorboards<br/>- Electric hot water system<br/>- Reverse cycle heating and cooling<br/>- Tiled balcony<br/>- 1 secure car space<br/><br/>EER 0.5","[Lister(id='90956', name='Stephen Bunday', agent_id='2c80ca6f-a88f-438c-8f8c-0ad6dd0bdae3', job_title='Licensed Agent ACT/NSW & Auctioneer', url='https://www.realestate.com.au/agent/stephen-bunday-90956?cid={cid}', phone=None, email=None)]"
129300330,https://www.realestate.com.au/sold/property-unit-act-braddon-129300330,Braddon,ACT,2612,9/57 Lowanna Street,"9/57 Lowanna Street, Braddon, ACT 2612",unit,330000,1,1,1,,,-1.0,,QXCDWD,HOME.BYHOLLY - DICKSON,0491850701,,23 Nov 2018,"#soldbysally #soldbyash $330,000<br/><br/>The lifestyle this apartment offers is enviable. Inner city living on a quiet, treelined street with easy access to light rail and just minutes walk into the vibrant hub of Braddon.<br/><br/>Thoughtfully designed, floor to ceiling windows fill the living space with natural light and display the most beautiful, green, leafy outlook. The spacious living room flows out to a generous and pretty courtyard, perfect for alfresco entertaining in the sunshine.<br/><br/>Ultra convenient, spacious and stylish. This apartment has it all.<br/><br/>.light filled, ground floor, one bedroom apartment<br/>.generously sized front courtyard<br/>.floor to ceiling windows with a gorgeous, leafy green outlook<br/>.spacious, open plan kitchen with stone bench tops and stainless steel appliances<br/>.quiet location in small complex on a beautiful, tree-lined street<br/>.reverse cycle heating and cooling<br/>.boutique Avanti complex - 24 units in total<br/>.minutes walk into the vibrant Braddon scene<br/>.new carpet<br/>.high ceilings<br/>.concealed laundry in bathroom<br/>.secure basement car park and storage unit<br/>.living 51m2 + courtyard<br/>.EER 6<br/>.body corp $1,131.15 per quarter<br/>.land rates $452.23 per quarter<br/>.land tax $604.69 per quarter (only if rented)","[Lister(id='1986858', name='Sally Strang', agent_id='098d4651-dc71-4c89-ba08-870c997347d0', job_title='Residential Property Specialist', url='https://www.realestate.com.au/agent/sally-strang-1986858?cid={cid}', phone=None, email=None), Lister(id='2028262', name='Ash Costello', agent_id='a85c7d0c-e40f-4988-90ad-fcaf70ce1244', job_title='Residential Property Specialist', url='https://www.realestate.com.au/agent/ash-costello-2028262?cid={cid}', phone=None, email=None)]"
129415430,https://www.realestate.com.au/sold/property-apartment-act-braddon-129415430,Braddon,ACT,2612,715/17 Dooring Street,"715/17 Dooring Street, Braddon, ACT 2612",apartment,336000,1,1,1,,,-1.0,,ORGESK,LJ Hooker - Canberra City,0262497700,,15 Nov 2018,"The 'Valonia' development is situated to make the most of convenient access to Dickson, Braddon and into the City centre and with Light Rail just a couple of months away, life is set to get just that much easier!<br/><br/>This 7th floor apartment is situated on a corner and so not only enjoys more windows than the average but a wrap around balcony to ensure the perfect view any time of the day.<br/><br/>The open plan design makes the most of every inch in this apartment, the kitchen features a clever island bench on castors so you can use it in the kitchen or pop it against a wall to open up the living space & create a stylish side board.<br/><br/>A very generous bedroom with mountain views and built in robe and the bathroom is light and bright.<br/><br/> This property is very well maintained and would be an ideal first home or terrific investment property. Please call me or pop into an open home.<br/><br/>Property Features<br/>- Generous corner apartment with loads of natural light & wrap around balcony<br/>- 7th floor location with stunning views<br/>- Kitchen with stone work tops, electric cooking & a very clever island bench on wheels<br/>- Generous bedroom enjoys a great view<br/>- Bathroom is light & bright, new shower screen just installed<br/>- European laundry is a great space saver + separate linen press<br/>- Reverse cycle air conditioning<br/>- Intercom access to the building <br/>- Basement parking is secure & there is ample visitor parking<br/>- The internal courtyard & fully equipped gym are there for your convenience<br/>- Super easy access to Dickson, Braddon or the City<br/>- Living size;	60m2<br/>- Balcony;	12m2<br/>- Rates;		$305.00 per quarter<br/>- Land Tax;	$390.00 per quarter if rented<br/>- Body corp;	$1067.31 per quarter","[Lister(id='92252', name='Kaylene King', agent_id=None, job_title='Senior Sales Consultant', url='https://www.realestate.com.au/agent/kaylene-king-92252?cid={cid}', phone=None, email=None)]"
