id,url,suburb,state,postcode,short_address,full_address,property_type,price,bedrooms,bathrooms,parking_spaces,building_size,building_size_unit,land_size,land_size_unit,listing_company_id,listing_company_name,listing_company_phone,auction_date,sold_date,description
133147566,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-133147566,Mossy Point,NSW,2537,72 Annetts Parade,"72 Annetts Parade, Mossy Point, NSW 2537",house,1000000,3,2,1,,,890.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,21 Jul 2020,This home is really special and beautifully made with the bonus of brilliant water and beach views. Set in a fantastic location and just a short stroll to Broulee Beach and its wonderful lifestyle. With three bedrooms plus a large loft area that could be a retreat for either parents or children this house caters for the needs of a family or just someone who wants something unique and captivating. Either a permanent home or fabulous weekender this house needs to be viewed to be appreciated.,"[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
132670346,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-132670346,Mossy Point,NSW,2537,143 Annetts Parade,"143 Annetts Parade, Mossy Point, NSW 2537",house,1025000,3,2,1,,,885.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,03 Jul 2020,"Built in 1936 with views that last forever this original holiday home is in an unbeatable position on the Mossy Point Headland. In original condition, totally comfortable but with eighty three years of fantastic service, this home is perfect for renovation or removal. With endless possibilities that maximise the stunning views and also the potential possibility of building a duplex(STCA), you would be hard pressed to find a better opportunity.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
133774898,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-133774898,Mossy Point,NSW,2537,8 Sunrise Road,"8 Sunrise Road, Mossy Point, NSW 2537",house,995000,4,3,1,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,03 Jul 2020,"Elegance and charm sum up this beautiful Mossy Point home. Features include high ceilings, polished timber floors throughout, extra large rooms and hallways, separate guest ensuited studio, under house storage and a very large deck that looks out onto a very leafy, private cottage garden and views to the Tomakin beaches. What we love about this home is the ambience, the fireplace in the extra large family kitchen area and its location in proximity to the Mossy Point Reserve and the stunning Broulee beaches. This is a classic Mossy Point property.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
133283198,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-133283198,Mossy Point,NSW,2537,144 Annetts Parade,"144 Annetts Parade, Mossy Point, NSW 2537",house,650000,3,1,2,,,1088.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,12 Jun 2020,"This adorable home has a lot to offer. It's neat and tidy, has a study that is currently used as a third bedroom, is only 2 houses from the Mossy river reserve and is on a huge block. There is a lot of potential in a block this size and the house itself is in very good condition and would make a fabulous holiday home or permanent home for a couple downsizing. It is light and airy inside and very close to all of Mossy Points amenities.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
133283194,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-133283194,Mossy Point,NSW,2537,1 Connells Close,"1 Connells Close, Mossy Point, NSW 2537",house,550000,3,1,0,,,835.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,25 May 2020,"This is an affordable family home on a large block in one of the best suburbs here. Featuring cathedral ceilings, open plan living, cool finishes and reasonable sized rooms this home should impress a lot of buyers because the inside of this home is done. The back deck is a new addition and fully tiled and this home has great side access to allow for further development such as a very large garage or studio as the potential is there. This won't last long so please book for an appointment.","[Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None), Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None)]"
132423586,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-132423586,Mossy Point,NSW,2537,185 Annetts Parade,"185 Annetts Parade, Mossy Point, NSW 2537",house,2150000,5,2,2,,,743.5,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,17 Jan 2020,"This rare opportunity has five large bedrooms including an upstairs master with en-suite bathroom, plus a private sun deck. There are panoramic water views from the upstairs living areas with timber floors, a powder room and a very large deck space for entertaining. It includes solar power(Tesla power wall 2 battery), solar hot water system, reverse cycle air conditioning, ceiling fans and a feature gas fireplace. Other assets are a double garage with internal access, an alarm system with sensors throughout, a wine cellar and a well established garden. The licence for the boat shed and recently rebuilt jetty are also available.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
131208962,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-131208962,Mossy Point,NSW,2537,20A Clearwater Terrace,"20A Clearwater Terrace, Mossy Point, NSW 2537",house,980000,4,2,5,,,0.62,ha,XRHBAU,Raine & Horne - Batemans Bay,0244726055,,17 Sep 2019,"Positioned in a highly sought after estate in Mossy Point and set on a level 6,179m2 parcel of land, is this gorgeous four bedroom, single level residence built by local and reputable builder, Law Builders.<br/><br/>The home has a beautiful aspect with the main living areas capturing all the northern sunshine.<br/><br/>Immaculately presented throughout, preserving privacy and tranquillity with four large bedrooms, master with ensuite, walk in robe and lavish ensuite. All other bedrooms include built in robes and garden view.<br/><br/>The stunning and timeless kitchen with stone benchtops and a walk in pantry that will impress the inner chef lends itself to easy entertaining with an open plan design with sliding doors opening onto a covered entertaining area overlooking the grounds and solar heated, salt water swimming pool with separate toilet and outdoor shower.<br/><br/>No expense spared, with ducted heating and cooling, ducted vacuuming and stunning timber flooring. The floor plan also boasts a media room.<br/><br/>Double lock up garage with internal access plus side access through to the oversized carport and separate double shed.<br/><br/>Centrally located to local schools in Broulee and abundance of cafes nearby including The Rivermouth, The Mossy Café and IGA supermarket. Tomaga River is only 1km away.<br/><br/>Proudly offered for the sale for the first time, please call to arrange your private inspection.",[]
131460650,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-131460650,Mossy Point,NSW,2537,116 Annetts Parade,"116 Annetts Parade, Mossy Point, NSW 2537",house,965000,3,2,3,,,2080.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,30 Aug 2019,"On over 2000m2 of land that not only has development potential but also sensational water views, sits this established family home. All the rooms are generous, the kitchen is in excellent condition and the large, sunny lounge looks out over the Tomaga river and beyond. To the back of the block there is studio/guest accommodation potential that would also get South facing water glimpses. This property also has great garaging, a pretty back courtyard and such a tremendous location making it a gem well worth looking at.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
131274638,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-131274638,Mossy Point,NSW,2537,21 Connells Close,"21 Connells Close, Mossy Point, NSW 2537",house,553680,4,1,1,,,835.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,30 Aug 2019,"Nestled in quiet Connells Close with a pretty, leafy outlook is this modern home set on a large 835m2 level block. Features include polished concrete flooring, slow combustion fireplace, separate media room/extra bedroom if needed, fantastic kitchen and open plan living. The bathroom is huge and all of the bedrooms are reasonable sizes. The fully fenced backyard makes this property safe for children and pets alike and backs onto bushland. This is an affordable home in popular Mossy Point.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
131305270,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-131305270,Mossy Point,NSW,2537,10 River Link Road,"10 River Link Road, Mossy Point, NSW 2537",house,970000,4,2,4,,,0.57,ha,PSMYSZ,Ray White - Batemans Bay,0244726565,,28 Jun 2019,"From the moment you enter the drive your met with an array of colours and warmth from the established gardens, the master built home and the attention to detail is evident, offering an exceptional opportunity to secure a fabulous property that enjoys a private position on over an acre with tranquil garden views from light and airy living spaces. The privacy, just one of the many highlights this property has to offer.<br/><br/>If you have boats, caravans or even vintage cars you will love this house because it has a large double lock up garage and side access to the back of the huge 5657sqm level block which has another big three car garage and plenty of space to extend. <br/><br/>- 4 bedrooms (main with ensuite) all with built-ins. <br/>- 2 bathrooms, 3 living areas, Formal Dining.<br/>- Ducted central heating and cooling..<br/>- 5657m2 Block located just a short drive from Broulee's mecca surfing breaks.<br/>- Town water and sewer.<br/>- Undercover outdoor entertaining area and to top it all off a self cleaning salt water in-ground pool. <br/>- Within close proximity to schools, beaches the airport and boat ramps abundance of local shops, cafes, restaurants, shopping, parks and much more.<br/><br/>Beautiful established gardens are for those with a green thumb and there is still plenty of room to grow.<br/><br/>This sensational property would suit a variety of lifestyles from the large to extended family, it is the type of home everyone wants so stop dreaming and start living! Book your private inspection today...","[Lister(id='1041255', name='Steven Mason', agent_id='f8df509b-ba36-419d-a60e-46209e4fb2a1', job_title='Director and Licensee in charge.', url='https://www.realestate.com.au/agent/steven-mason-1041255?cid={cid}', phone=None, email=None)]"
128628962,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-128628962,Mossy Point,NSW,2537,181 Annetts Parade,"181 Annetts Parade, Mossy Point, NSW 2537",house,1700000,3,2,4,,,657.0,m²,PSMYSZ,Ray White - Batemans Bay,0244726565,,08 Feb 2019,"This architect designed home faces north with panoramic views over the river, forests, beaches and ocean to Burri Point and beyond. The outstanding features include double brick construction, a suspended slab, three levels of comfortable living space, a truly majestic outlook, user friendly stairs, large and airy rooms, the master suite has a balcony with sweeping ocean views. There is split air conditioning, wood fired slow combustion heater, clever air transfer system for heating and cooling, ducted vacuum system, quality blinds and carpets, laundry chute plus there are clever hatches for groceries and firewood from the triple garage that is large enough to house a half cabin cruiser.<br/>There is a beautifully landscaped fern garden, some spectacular orchids and underground lighting for that magical nighttime stroll around the property.<br/>There is also a really quaint, separate single garage for the workshop/studio or undercover parking. Inspections by appointment only.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
129593262,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-129593262,Mossy Point,NSW,2537,5 Clearwater Terrace,"5 Clearwater Terrace, Mossy Point, NSW 2537",house,835000,3,3,6,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,07 Feb 2019,"This home has so much to offer families that want to be close to the beach but also want privacy, thriving vegetable gardens, a huge shed with plenty of car parking space as well as room for the Winnebago and the boat. The main feature of this home is the generosity of room size and a decent sized study that could be used for the 4th bedroom. There is also an inground swimming pool, a 100,000 litre concrete water tank for the gardens and a very pretty garden gazebo for outdoor family get togethers. The Estuary is a well established and very beautiful development that is increasing in value and certainly a lovely place to live.","[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None)]"
130118138,https://www.realestate.com.au/sold/property-house-nsw-mossy+point-130118138,Mossy Point,NSW,2537,67A Annetts Parade,"67A Annetts Parade, Mossy Point, NSW 2537",house,595000,2,2,2,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,21 Jan 2019,This home has been beautifully renovated and features 2 very large bedrooms plus a loft that's perfect for a sofa bed. The upstairs master bedroom has an ensuite and also it's own balcony over looking Candlagan Creek Reserve. Downstairs features a double bedroom that opens out onto the large entertaining deck. There is also a large open plan kitchen. The lounge room comes complete with a wood burning fireplace for those cosy winter evenings. This is a cute home within easy walking distance to Broulee Beach and a fantastic opportunity to get into the exclusive Mossy Point market.,"[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
129301262,https://www.realestate.com.au/sold/property-townhouse-nsw-mossy+point-129301262,Mossy Point,NSW,2537,30a Connell Close,"30a Connell Close, Mossy Point, NSW 2537",townhouse,569000,3,2,3,,,-1.0,,PSMYSZ,Ray White - Batemans Bay,0244726565,,05 Oct 2018,Set in a quiet part of Mossy Point this townhouse exudes a taste of luxury. There is quality timber flooring in the large open plan living area that leads out to the large front verandah that really is perfect for family get togethers and lazy bbq's. The three bedrooms are roomy and comfortable and the bathrooms modern and well kept. The front garden is pretty and easy to maintain and there is an extra car parking bay. There are plenty of extras in this home including an outdoor hot and cold shower and a third shower off the laundry. In a cul-de-sac and within easy walking distance to the fabulous walking reserves of Mossy Point this home is in one of the best parts of the world.,"[Lister(id='1535142', name='Melissa Williams', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/melissa-williams-1535142?cid={cid}', phone=None, email=None), Lister(id='1532962', name='Drew Deck', agent_id=None, job_title='Licensed Real Estate Agent', url='https://www.realestate.com.au/agent/drew-deck-1532962?cid={cid}', phone=None, email=None)]"
